order_id,order_datetime,order_date,customer_id,restaurant_id,area_id,order_value,discount,payment_method,order_status,promotion
O0031026,2024-07-15 12:00:00,2024-07-15,C11057,R05,A05,790.0,0,UPI,Completed,False
O0031027,2024-07-15 14:00:00,2024-07-15,C10350,R05,A05,480.0,0,UPI,Completed,False
O0031028,2024-07-15 20:00:00,2024-07-15,C00799,R05,A05,220.0,0,Card,Completed,False
O0031029,2024-07-15 14:00:00,2024-07-15,C10623,R05,A05,190.0,0,Card,Completed,False
O0031030,2024-07-15 20:00:00,2024-07-15,C17236,R05,A05,390.0,0,UPI,Completed,False
O0031031,2024-07-15 20:00:00,2024-07-15,C17021,R05,A05,703.0,5,Cash,Completed,True
O0031032,2024-07-15 11:00:00,2024-07-15,C02046,R05,A05,663.0,15,Card,Completed,True
O0031033,2024-07-15 20:00:00,2024-07-15,C13606,R05,A05,570.0,0,UPI,Completed,False
O0031034,2024-07-15 13:00:00,2024-07-15,C02871,R05,A05,890.0,0,Card,Completed,False
O0031035,2024-07-15 11:00:00,2024-07-15,C10830,R06,A06,500.0,0,Card,Completed,False
O0031036,2024-07-15 21:00:00,2024-07-15,C03013,R06,A06,640.0,0,Cash,Completed,False
O0031037,2024-07-15 21:00:00,2024-07-15,C14888,R06,A06,414.0,10,UPI,Completed,True
O0031038,2024-07-15 20:00:00,2024-07-15,C13831,R06,A06,320.0,0,UPI,Completed,False
O0031039,2024-07-15 14:00:00,2024-07-15,C05892,R06,A06,480.0,0,Cash,Completed,False
O0031040,2024-07-15 13:00:00,2024-07-15,C07531,R06,A06,360.0,0,Wallet,Completed,False
O0031041,2024-07-15 11:00:00,2024-07-15,C02479,R06,A06,320.0,0,Wallet,Completed,False
O0031042,2024-07-15 18:00:00,2024-07-15,C11284,R06,A06,530.0,0,UPI,Completed,False
O0031043,2024-07-15 11:00:00,2024-07-15,C04770,R06,A06,260.0,0,UPI,Completed,False
O0031044,2024-07-15 13:00:00,2024-07-15,C11122,R06,A06,420.0,0,Wallet,Completed,False
O0031045,2024-07-15 21:00:00,2024-07-15,C17114,R06,A06,665.0,5,UPI,Completed,True
O0031046,2024-07-15 19:00:00,2024-07-15,C09395,R06,A06,230.0,0,Card,Completed,False
O0031047,2024-07-15 13:00:00,2024-07-15,C15973,R06,A06,680.0,0,UPI,Completed,False
O0031048,2024-07-15 18:00:00,2024-07-15,C12278,R06,A06,360.0,0,UPI,Completed,False
O0031049,2024-07-15 13:00:00,2024-07-15,C15454,R06,A06,750.0,0,UPI,Completed,False
O0031050,2024-07-15 12:00:00,2024-07-15,C06306,R06,A06,1386.0,10,UPI,Completed,True
O0031051,2024-07-15 20:00:00,2024-07-15,C16218,R06,A06,110.0,0,UPI,Completed,False
O0031052,2024-07-15 18:00:00,2024-07-15,C02982,R06,A06,770.0,0,Cash,Completed,False
O0031053,2024-07-15 14:00:00,2024-07-15,C02341,R07,A07,580.0,0,UPI,Completed,False
O0031054,2024-07-15 12:00:00,2024-07-15,C10835,R07,A07,680.0,0,Cash,Completed,False
O0031055,2024-07-15 18:00:00,2024-07-15,C14491,R07,A07,1150.0,0,Cash,Completed,False
O0031056,2024-07-15 20:00:00,2024-07-15,C17072,R07,A07,640.0,0,Card,Completed,False
O0031057,2024-07-15 18:00:00,2024-07-15,C14058,R07,A07,320.0,0,UPI,Completed,False
O0031058,2024-07-15 21:00:00,2024-07-15,C17493,R07,A07,680.0,0,UPI,Completed,False
O0031059,2024-07-15 12:00:00,2024-07-15,C11464,R07,A07,320.0,0,UPI,Completed,False
O0031060,2024-07-15 18:00:00,2024-07-15,C05962,R07,A07,1330.0,0,Card,Completed,False
O0031061,2024-07-15 14:00:00,2024-07-15,C09755,R07,A07,465.5,5,Card,Completed,True
O0031062,2024-07-15 14:00:00,2024-07-15,C08368,R07,A07,920.0,0,Card,Completed,False
O0031063,2024-07-15 21:00:00,2024-07-15,C17378,R07,A07,430.0,0,UPI,Completed,False
O0031064,2024-07-15 11:00:00,2024-07-15,C13693,R07,A07,460.0,0,UPI,Completed,False
O0031065,2024-07-15 21:00:00,2024-07-15,C02604,R07,A07,360.0,0,UPI,Completed,False
O0031066,2024-07-15 20:00:00,2024-07-15,C06417,R07,A07,420.0,0,UPI,Completed,False
O0031067,2024-07-15 21:00:00,2024-07-15,C04039,R07,A07,586.5,15,Card,Completed,True
O0031068,2024-07-15 21:00:00,2024-07-15,C09184,R07,A07,576.0,10,UPI,Completed,True
O0031069,2024-07-15 12:00:00,2024-07-15,C14606,R07,A07,560.0,0,Card,Completed,False
O0031070,2024-07-15 12:00:00,2024-07-15,C15901,R07,A07,110.0,0,UPI,Completed,False
O0031071,2024-07-15 14:00:00,2024-07-15,C00613,R07,A07,830.0,0,Card,Completed,False
O0031072,2024-07-15 12:00:00,2024-07-15,C02507,R07,A07,350.0,0,UPI,Completed,False
O0031073,2024-07-15 20:00:00,2024-07-15,C10514,R08,A08,240.0,0,Cash,Completed,False
O0031074,2024-07-15 12:00:00,2024-07-15,C12756,R08,A08,460.0,0,UPI,Completed,False
O0031075,2024-07-15 14:00:00,2024-07-15,C12464,R08,A08,220.0,0,Card,Completed,False
O0031076,2024-07-15 11:00:00,2024-07-15,C05297,R08,A08,420.0,0,Card,Completed,False
O0031077,2024-07-15 14:00:00,2024-07-15,C16087,R08,A08,240.0,0,UPI,Completed,False
O0031078,2024-07-15 19:00:00,2024-07-15,C16853,R08,A08,560.0,0,UPI,Completed,False
O0031079,2024-07-15 21:00:00,2024-07-15,C06299,R08,A08,880.0,0,Wallet,Completed,False
O0031080,2024-07-15 19:00:00,2024-07-15,C03078,R08,A08,331.5,15,Card,Completed,True
O0031081,2024-07-15 13:00:00,2024-07-15,C01779,R08,A08,1310.0,0,UPI,Completed,False
O0031082,2024-07-15 13:00:00,2024-07-15,C08338,R08,A08,460.0,0,Cash,Completed,False
O0031083,2024-07-15 20:00:00,2024-07-15,C10150,R08,A08,990.0,0,Card,Completed,False
O0031084,2024-07-15 19:00:00,2024-07-15,C14099,R08,A08,210.0,0,UPI,Completed,False
O0031085,2024-07-15 13:00:00,2024-07-15,C14336,R08,A08,220.0,0,Card,Completed,False
O0031086,2024-07-15 11:00:00,2024-07-15,C09377,R08,A08,110.0,0,Card,Completed,False
O0031087,2024-07-15 13:00:00,2024-07-15,C14134,R08,A08,240.0,0,Card,Completed,False
O0031088,2024-07-16 11:00:00,2024-07-16,C14282,R01,A01,418.0,5,Cash,Completed,True
O0031089,2024-07-16 14:00:00,2024-07-16,C04333,R01,A01,160.0,0,Card,Completed,False
O0031090,2024-07-16 13:00:00,2024-07-16,C06484,R01,A01,240.0,0,Card,Completed,False
O0031091,2024-07-16 21:00:00,2024-07-16,C15506,R01,A01,240.0,0,Wallet,Completed,False
O0031092,2024-07-16 14:00:00,2024-07-16,C11817,R01,A01,1083.0,5,Cash,Completed,True
O0031093,2024-07-16 14:00:00,2024-07-16,C06973,R01,A01,1269.0,10,Cash,Completed,True
O0031094,2024-07-16 12:00:00,2024-07-16,C05411,R01,A01,350.0,0,Card,Completed,False
O0031095,2024-07-16 19:00:00,2024-07-16,C03532,R01,A01,300.0,0,Wallet,Completed,False
O0031096,2024-07-16 11:00:00,2024-07-16,C06434,R01,A01,440.0,0,Card,Completed,False
O0031097,2024-07-16 20:00:00,2024-07-16,C13154,R01,A01,450.0,0,Card,Completed,False
O0031098,2024-07-16 14:00:00,2024-07-16,C17697,R01,A01,220.0,0,Card,Completed,False
O0031099,2024-07-16 14:00:00,2024-07-16,C17301,R01,A01,128.0,20,Card,Completed,True
O0031100,2024-07-16 13:00:00,2024-07-16,C06808,R01,A01,1467.0,10,UPI,Completed,True
O0031101,2024-07-16 18:00:00,2024-07-16,C08946,R01,A01,1280.0,0,Cash,Completed,False
O0031102,2024-07-16 12:00:00,2024-07-16,C11159,R01,A01,655.5,5,UPI,Completed,True
O0031103,2024-07-16 11:00:00,2024-07-16,C07578,R01,A01,180.0,0,Cash,Completed,False
O0031104,2024-07-16 21:00:00,2024-07-16,C04530,R01,A01,220.0,0,Card,Completed,False
O0031105,2024-07-16 21:00:00,2024-07-16,C01141,R01,A01,710.0,0,Card,Completed,False
O0031106,2024-07-16 19:00:00,2024-07-16,C16896,R01,A01,720.0,0,Cash,Completed,False
O0031107,2024-07-16 20:00:00,2024-07-16,C02803,R01,A01,1152.0,10,Card,Completed,True
O0031108,2024-07-16 21:00:00,2024-07-16,C04206,R01,A01,320.0,0,UPI,Completed,False
O0031109,2024-07-16 12:00:00,2024-07-16,C11790,R01,A01,150.0,0,UPI,Completed,False
O0031110,2024-07-16 19:00:00,2024-07-16,C10734,R02,A02,540.0,0,UPI,Completed,False
O0031111,2024-07-16 20:00:00,2024-07-16,C16904,R02,A02,660.0,0,UPI,Completed,False
O0031112,2024-07-16 20:00:00,2024-07-16,C13086,R02,A02,280.0,0,Wallet,Completed,False
O0031113,2024-07-16 14:00:00,2024-07-16,C07892,R02,A02,816.0,15,Cash,Completed,True
O0031114,2024-07-16 11:00:00,2024-07-16,C12018,R02,A02,841.5,15,UPI,Completed,True
O0031115,2024-07-16 11:00:00,2024-07-16,C10957,R02,A02,960.0,0,Card,Completed,False
O0031116,2024-07-16 20:00:00,2024-07-16,C10448,R02,A02,230.0,0,UPI,Completed,False
O0031117,2024-07-16 21:00:00,2024-07-16,C12696,R02,A02,260.0,0,Cash,Completed,False
O0031118,2024-07-16 13:00:00,2024-07-16,C05709,R02,A02,320.0,0,Card,Completed,False
O0031119,2024-07-16 20:00:00,2024-07-16,C05220,R02,A02,437.0,5,UPI,Completed,True
O0031120,2024-07-16 19:00:00,2024-07-16,C09044,R02,A02,520.0,0,Card,Completed,False
O0031121,2024-07-16 12:00:00,2024-07-16,C01356,R02,A02,161.5,15,UPI,Completed,True
O0031122,2024-07-16 12:00:00,2024-07-16,C11686,R02,A02,1190.0,0,UPI,Completed,False
O0031123,2024-07-16 11:00:00,2024-07-16,C06949,R02,A02,320.0,0,Card,Completed,False
O0031124,2024-07-16 21:00:00,2024-07-16,C06165,R02,A02,190.0,0,UPI,Completed,False
O0031125,2024-07-16 18:00:00,2024-07-16,C17123,R02,A02,320.0,0,Card,Completed,False
O0031126,2024-07-16 13:00:00,2024-07-16,C16198,R02,A02,240.0,0,Cash,Completed,False
O0031127,2024-07-16 14:00:00,2024-07-16,C09329,R02,A02,840.0,0,Cash,Completed,False
O0031128,2024-07-16 13:00:00,2024-07-16,C15237,R02,A02,1480.0,0,Card,Completed,False
O0031129,2024-07-16 18:00:00,2024-07-16,C05789,R02,A02,280.0,0,Card,Completed,False
O0031130,2024-07-16 14:00:00,2024-07-16,C13004,R02,A02,320.0,0,UPI,Completed,False
O0031131,2024-07-16 18:00:00,2024-07-16,C03723,R02,A02,230.0,0,UPI,Completed,False
O0031132,2024-07-16 12:00:00,2024-07-16,C04109,R02,A02,220.0,0,UPI,Completed,False
O0031133,2024-07-16 18:00:00,2024-07-16,C07949,R02,A02,160.0,0,Cash,Completed,False
O0031134,2024-07-16 18:00:00,2024-07-16,C14478,R02,A02,540.0,10,Card,Completed,True
O0031135,2024-07-16 11:00:00,2024-07-16,C05327,R02,A02,190.0,0,UPI,Completed,False
O0031136,2024-07-16 18:00:00,2024-07-16,C13209,R02,A02,440.0,0,Cash,Completed,False
O0031137,2024-07-16 11:00:00,2024-07-16,C15470,R02,A02,480.0,0,Card,Completed,False
O0031138,2024-07-16 11:00:00,2024-07-16,C09464,R02,A02,1410.0,0,UPI,Completed,False
O0031139,2024-07-16 14:00:00,2024-07-16,C03344,R02,A02,160.0,0,Card,Completed,False
O0031140,2024-07-16 19:00:00,2024-07-16,C13692,R02,A02,260.0,0,Card,Completed,False
O0031141,2024-07-16 19:00:00,2024-07-16,C13922,R03,A03,680.0,0,UPI,Completed,False
O0031142,2024-07-16 19:00:00,2024-07-16,C15168,R03,A03,190.0,0,UPI,Completed,False
O0031143,2024-07-16 12:00:00,2024-07-16,C08501,R03,A03,230.0,0,UPI,Completed,False
O0031144,2024-07-16 18:00:00,2024-07-16,C15884,R03,A03,720.0,0,UPI,Completed,False
O0031145,2024-07-16 18:00:00,2024-07-16,C13712,R03,A03,360.0,0,Cash,Completed,False
O0031146,2024-07-16 19:00:00,2024-07-16,C03845,R03,A03,460.0,0,Card,Completed,False
O0031147,2024-07-16 19:00:00,2024-07-16,C14815,R03,A03,440.0,0,UPI,Completed,False
O0031148,2024-07-16 21:00:00,2024-07-16,C01464,R03,A03,1380.0,0,Cash,Completed,False
O0031149,2024-07-16 14:00:00,2024-07-16,C14308,R03,A03,152.0,20,Card,Completed,True
O0031150,2024-07-16 19:00:00,2024-07-16,C06957,R03,A03,306.0,10,UPI,Completed,True
O0031151,2024-07-16 18:00:00,2024-07-16,C04828,R03,A03,230.0,0,UPI,Completed,False
O0031152,2024-07-16 14:00:00,2024-07-16,C07439,R03,A03,210.0,0,Wallet,Completed,False
O0031153,2024-07-16 11:00:00,2024-07-16,C05199,R03,A03,190.0,0,UPI,Completed,False
O0031154,2024-07-16 12:00:00,2024-07-16,C05053,R03,A03,351.0,10,Wallet,Completed,True
O0031155,2024-07-16 19:00:00,2024-07-16,C00985,R03,A03,210.0,0,Card,Completed,False
O0031156,2024-07-16 20:00:00,2024-07-16,C15469,R03,A03,220.0,0,UPI,Completed,False
O0031157,2024-07-16 12:00:00,2024-07-16,C08107,R03,A03,320.0,0,UPI,Completed,False
O0031158,2024-07-16 14:00:00,2024-07-16,C17553,R03,A03,608.0,5,Cash,Completed,True
O0031159,2024-07-16 21:00:00,2024-07-16,C10122,R03,A03,230.0,0,UPI,Completed,False
O0031160,2024-07-16 18:00:00,2024-07-16,C12446,R03,A03,920.0,0,UPI,Completed,False
O0031161,2024-07-16 11:00:00,2024-07-16,C09337,R03,A03,240.0,0,UPI,Completed,False
O0031162,2024-07-16 19:00:00,2024-07-16,C03754,R03,A03,260.0,0,UPI,Completed,False
O0031163,2024-07-16 14:00:00,2024-07-16,C13004,R04,A04,1500.0,0,UPI,Completed,False
O0031164,2024-07-16 21:00:00,2024-07-16,C16599,R04,A04,150.0,0,UPI,Completed,False
O0031165,2024-07-16 11:00:00,2024-07-16,C10673,R04,A04,220.0,0,UPI,Completed,False
O0031166,2024-07-16 14:00:00,2024-07-16,C10145,R04,A04,820.0,0,UPI,Completed,False
O0031167,2024-07-16 18:00:00,2024-07-16,C08319,R04,A04,520.0,0,Cash,Completed,False
O0031168,2024-07-16 19:00:00,2024-07-16,C16613,R04,A04,240.0,0,Card,Completed,False
O0031169,2024-07-16 19:00:00,2024-07-16,C08492,R04,A04,569.5,15,UPI,Completed,True
O0031170,2024-07-16 11:00:00,2024-07-16,C03044,R04,A04,216.0,10,Card,Completed,True
O0031171,2024-07-16 21:00:00,2024-07-16,C11283,R04,A04,120.0,0,UPI,Completed,False
O0031172,2024-07-16 14:00:00,2024-07-16,C10813,R04,A04,260.0,0,UPI,Completed,False
O0031173,2024-07-16 11:00:00,2024-07-16,C10664,R04,A04,360.0,0,Card,Completed,False
O0031174,2024-07-16 14:00:00,2024-07-16,C00840,R04,A04,260.0,0,UPI,Completed,False
O0031175,2024-07-16 21:00:00,2024-07-16,C02810,R04,A04,256.5,5,UPI,Completed,True
O0031176,2024-07-16 19:00:00,2024-07-16,C16698,R04,A04,171.0,10,Cash,Completed,True
O0031177,2024-07-16 18:00:00,2024-07-16,C02284,R04,A04,342.0,5,Wallet,Completed,True
O0031178,2024-07-16 13:00:00,2024-07-16,C00856,R04,A04,1520.0,0,UPI,Completed,False
O0031179,2024-07-16 11:00:00,2024-07-16,C04937,R04,A04,1040.0,0,Card,Completed,False
O0031180,2024-07-16 12:00:00,2024-07-16,C07042,R04,A04,180.0,0,Card,Completed,False
O0031181,2024-07-16 20:00:00,2024-07-16,C16616,R04,A04,561.0,15,UPI,Completed,True
O0031182,2024-07-16 19:00:00,2024-07-16,C07920,R04,A04,782.0,15,Wallet,Completed,True
O0031183,2024-07-16 19:00:00,2024-07-16,C11213,R04,A04,430.0,0,Wallet,Completed,False
O0031184,2024-07-16 12:00:00,2024-07-16,C08234,R04,A04,840.0,0,Card,Completed,False
O0031185,2024-07-16 13:00:00,2024-07-16,C08826,R04,A04,570.0,0,Card,Completed,False
O0031186,2024-07-16 13:00:00,2024-07-16,C12056,R04,A04,500.0,0,Card,Completed,False
O0031187,2024-07-16 21:00:00,2024-07-16,C03503,R04,A04,320.0,0,Cash,Completed,False
O0031188,2024-07-16 14:00:00,2024-07-16,C00378,R05,A05,150.0,0,UPI,Completed,False
O0031189,2024-07-16 14:00:00,2024-07-16,C09052,R05,A05,120.0,0,Card,Completed,False
O0031190,2024-07-16 13:00:00,2024-07-16,C07665,R05,A05,1600.0,0,Wallet,Completed,False
O0031191,2024-07-16 14:00:00,2024-07-16,C16131,R05,A05,280.0,0,Card,Completed,False
O0031192,2024-07-16 19:00:00,2024-07-16,C07313,R05,A05,178.5,15,Wallet,Completed,True
O0031193,2024-07-16 13:00:00,2024-07-16,C02712,R05,A05,220.0,0,Wallet,Completed,False
O0031194,2024-07-16 19:00:00,2024-07-16,C07316,R05,A05,1100.0,0,UPI,Completed,False
O0031195,2024-07-16 13:00:00,2024-07-16,C00415,R05,A05,110.0,0,UPI,Completed,False
O0031196,2024-07-16 18:00:00,2024-07-16,C17939,R05,A05,450.0,0,Cash,Completed,False
O0031197,2024-07-16 18:00:00,2024-07-16,C07626,R05,A05,180.0,0,Cash,Completed,False
O0031198,2024-07-16 18:00:00,2024-07-16,C07065,R05,A05,260.0,0,UPI,Completed,False
O0031199,2024-07-16 20:00:00,2024-07-16,C16463,R05,A05,127.5,15,UPI,Completed,True
O0031200,2024-07-16 11:00:00,2024-07-16,C09202,R05,A05,240.0,0,UPI,Completed,False
O0031201,2024-07-16 13:00:00,2024-07-16,C11483,R06,A06,567.0,10,Card,Completed,True
O0031202,2024-07-16 20:00:00,2024-07-16,C17290,R06,A06,234.0,10,Card,Completed,True
O0031203,2024-07-16 13:00:00,2024-07-16,C03851,R06,A06,410.0,0,UPI,Completed,False
O0031204,2024-07-16 12:00:00,2024-07-16,C13908,R06,A06,513.0,10,UPI,Completed,True
O0031205,2024-07-16 11:00:00,2024-07-16,C05506,R06,A06,780.0,0,Wallet,Completed,False
O0031206,2024-07-16 12:00:00,2024-07-16,C12407,R06,A06,220.0,0,Card,Completed,False
O0031207,2024-07-16 14:00:00,2024-07-16,C07478,R06,A06,300.0,0,UPI,Completed,False
O0031208,2024-07-16 21:00:00,2024-07-16,C09339,R06,A06,220.0,0,UPI,Completed,False
O0031209,2024-07-16 14:00:00,2024-07-16,C00878,R06,A06,586.5,15,Card,Completed,True
O0031210,2024-07-16 12:00:00,2024-07-16,C13922,R07,A07,480.0,0,Card,Completed,False
O0031211,2024-07-16 19:00:00,2024-07-16,C14521,R07,A07,637.5,15,UPI,Completed,True
O0031212,2024-07-16 12:00:00,2024-07-16,C05171,R07,A07,1206.0,10,UPI,Completed,True
O0031213,2024-07-16 19:00:00,2024-07-16,C13832,R07,A07,940.0,0,UPI,Completed,False
O0031214,2024-07-16 11:00:00,2024-07-16,C05670,R07,A07,560.0,0,UPI,Completed,False
O0031215,2024-07-16 20:00:00,2024-07-16,C02651,R07,A07,190.0,0,UPI,Completed,False
O0031216,2024-07-16 11:00:00,2024-07-16,C03003,R07,A07,560.0,0,Wallet,Completed,False
O0031217,2024-07-16 12:00:00,2024-07-16,C09922,R07,A07,480.0,0,Card,Completed,False
O0031218,2024-07-16 13:00:00,2024-07-16,C00868,R07,A07,500.0,0,Wallet,Completed,False
O0031219,2024-07-16 20:00:00,2024-07-16,C05606,R07,A07,330.0,0,Card,Completed,False
O0031220,2024-07-16 19:00:00,2024-07-16,C07989,R07,A07,1026.0,10,UPI,Completed,True
O0031221,2024-07-16 20:00:00,2024-07-16,C14599,R07,A07,210.0,0,UPI,Completed,False
O0031222,2024-07-16 18:00:00,2024-07-16,C17731,R08,A08,1360.0,0,Cash,Completed,False
O0031223,2024-07-16 21:00:00,2024-07-16,C06181,R08,A08,440.0,0,Wallet,Completed,False
O0031224,2024-07-16 14:00:00,2024-07-16,C01328,R08,A08,360.0,0,UPI,Completed,False
O0031225,2024-07-16 11:00:00,2024-07-16,C09910,R08,A08,127.5,15,Card,Completed,True
O0031226,2024-07-16 13:00:00,2024-07-16,C13422,R08,A08,218.5,5,UPI,Completed,True
O0031227,2024-07-16 21:00:00,2024-07-16,C13903,R08,A08,320.0,0,UPI,Completed,False
O0031228,2024-07-16 12:00:00,2024-07-16,C04798,R08,A08,220.0,0,Cash,Completed,False
O0031229,2024-07-16 14:00:00,2024-07-16,C08382,R08,A08,240.0,0,UPI,Completed,False
O0031230,2024-07-16 20:00:00,2024-07-16,C15058,R08,A08,670.0,0,Cash,Completed,False
O0031231,2024-07-16 12:00:00,2024-07-16,C02938,R08,A08,770.0,0,Card,Completed,False
O0031232,2024-07-16 20:00:00,2024-07-16,C02212,R08,A08,570.0,0,UPI,Completed,False
O0031233,2024-07-16 13:00:00,2024-07-16,C11034,R08,A08,920.0,0,UPI,Completed,False
O0031234,2024-07-16 19:00:00,2024-07-16,C16518,R08,A08,1000.0,0,UPI,Completed,False
O0031235,2024-07-16 21:00:00,2024-07-16,C08697,R08,A08,320.0,0,UPI,Completed,False
O0031236,2024-07-16 11:00:00,2024-07-16,C14389,R08,A08,180.0,0,UPI,Completed,False
O0031237,2024-07-16 20:00:00,2024-07-16,C15961,R08,A08,218.5,5,UPI,Completed,True
O0031238,2024-07-17 18:00:00,2024-07-17,C07239,R01,A01,780.0,0,UPI,Completed,False
O0031239,2024-07-17 12:00:00,2024-07-17,C15692,R01,A01,230.0,0,UPI,Completed,False
O0031240,2024-07-17 12:00:00,2024-07-17,C02115,R01,A01,135.0,10,UPI,Completed,True
O0031241,2024-07-17 18:00:00,2024-07-17,C13614,R01,A01,1434.5,5,UPI,Completed,True
O0031242,2024-07-17 18:00:00,2024-07-17,C12939,R01,A01,260.0,0,Cash,Completed,False
O0031243,2024-07-17 21:00:00,2024-07-17,C16503,R01,A01,280.0,0,Cash,Completed,False
O0031244,2024-07-17 20:00:00,2024-07-17,C16030,R01,A01,561.0,15,UPI,Completed,True
O0031245,2024-07-17 21:00:00,2024-07-17,C04135,R01,A01,220.0,0,Card,Completed,False
O0031246,2024-07-17 18:00:00,2024-07-17,C12703,R01,A01,510.0,0,Cash,Completed,False
O0031247,2024-07-17 18:00:00,2024-07-17,C15559,R01,A01,390.0,0,Card,Completed,False
O0031248,2024-07-17 20:00:00,2024-07-17,C15641,R01,A01,209.0,5,Wallet,Completed,True
O0031249,2024-07-17 14:00:00,2024-07-17,C01890,R01,A01,410.0,0,Cash,Completed,False
O0031250,2024-07-17 13:00:00,2024-07-17,C03743,R01,A01,230.0,0,UPI,Completed,False
O0031251,2024-07-17 19:00:00,2024-07-17,C03629,R01,A01,144.0,10,Wallet,Completed,True
O0031252,2024-07-17 14:00:00,2024-07-17,C11243,R01,A01,180.0,0,Cash,Completed,False
O0031253,2024-07-17 20:00:00,2024-07-17,C10918,R01,A01,646.0,5,Wallet,Completed,True
O0031254,2024-07-17 13:00:00,2024-07-17,C17123,R01,A01,620.0,0,UPI,Completed,False
O0031255,2024-07-17 11:00:00,2024-07-17,C10326,R01,A01,780.0,0,Card,Completed,False
O0031256,2024-07-17 11:00:00,2024-07-17,C07309,R01,A01,220.0,0,Wallet,Completed,False
O0031257,2024-07-17 18:00:00,2024-07-17,C00374,R01,A01,430.0,0,UPI,Completed,False
O0031258,2024-07-17 19:00:00,2024-07-17,C01228,R01,A01,710.0,0,UPI,Completed,False
O0031259,2024-07-17 12:00:00,2024-07-17,C10902,R01,A01,340.0,0,UPI,Completed,False
O0031260,2024-07-17 18:00:00,2024-07-17,C10691,R01,A01,190.0,0,UPI,Completed,False
O0031261,2024-07-17 14:00:00,2024-07-17,C17360,R01,A01,207.0,10,Cash,Completed,True
O0031262,2024-07-17 18:00:00,2024-07-17,C09949,R02,A02,240.0,0,UPI,Completed,False
O0031263,2024-07-17 14:00:00,2024-07-17,C03030,R02,A02,520.0,0,Card,Completed,False
O0031264,2024-07-17 12:00:00,2024-07-17,C05240,R02,A02,480.0,0,Card,Completed,False
O0031265,2024-07-17 21:00:00,2024-07-17,C02592,R02,A02,1380.0,0,UPI,Completed,False
O0031266,2024-07-17 11:00:00,2024-07-17,C01921,R02,A02,430.0,0,Card,Completed,False
O0031267,2024-07-17 14:00:00,2024-07-17,C01716,R02,A02,460.0,0,Card,Completed,False
O0031268,2024-07-17 21:00:00,2024-07-17,C03716,R02,A02,920.0,0,Wallet,Completed,False
O0031269,2024-07-17 18:00:00,2024-07-17,C07499,R02,A02,440.0,0,Cash,Completed,False
O0031270,2024-07-17 21:00:00,2024-07-17,C17107,R02,A02,260.0,0,Cash,Completed,False
O0031271,2024-07-17 20:00:00,2024-07-17,C14847,R02,A02,180.0,0,Wallet,Completed,False
O0031272,2024-07-17 19:00:00,2024-07-17,C15942,R02,A02,220.0,0,Card,Completed,False
O0031273,2024-07-17 19:00:00,2024-07-17,C17432,R02,A02,1060.0,0,UPI,Completed,False
O0031274,2024-07-17 13:00:00,2024-07-17,C06399,R02,A02,460.0,0,UPI,Completed,False
O0031275,2024-07-17 18:00:00,2024-07-17,C12973,R02,A02,190.0,0,UPI,Completed,False
O0031276,2024-07-17 21:00:00,2024-07-17,C04454,R02,A02,380.0,0,Card,Completed,False
O0031277,2024-07-17 13:00:00,2024-07-17,C07091,R02,A02,460.0,0,Wallet,Completed,False
O0031278,2024-07-17 11:00:00,2024-07-17,C16312,R02,A02,882.0,10,Card,Completed,True
O0031279,2024-07-17 12:00:00,2024-07-17,C00257,R02,A02,650.0,0,Card,Completed,False
O0031280,2024-07-17 18:00:00,2024-07-17,C00072,R02,A02,240.0,0,Card,Completed,False
O0031281,2024-07-17 21:00:00,2024-07-17,C09055,R02,A02,660.0,0,Wallet,Completed,False
O0031282,2024-07-17 12:00:00,2024-07-17,C08214,R02,A02,792.0,10,UPI,Completed,True
O0031283,2024-07-17 19:00:00,2024-07-17,C10843,R02,A02,150.0,0,Wallet,Completed,False
O0031284,2024-07-17 12:00:00,2024-07-17,C11047,R03,A03,210.0,0,Cash,Completed,False
O0031285,2024-07-17 12:00:00,2024-07-17,C00431,R03,A03,684.0,10,Wallet,Completed,True
O0031286,2024-07-17 14:00:00,2024-07-17,C14870,R03,A03,670.0,0,Cash,Completed,False
O0031287,2024-07-17 18:00:00,2024-07-17,C07984,R03,A03,720.0,0,Card,Completed,False
O0031288,2024-07-17 20:00:00,2024-07-17,C12044,R03,A03,260.0,0,Card,Completed,False
O0031289,2024-07-17 21:00:00,2024-07-17,C04520,R03,A03,460.0,0,Card,Completed,False
O0031290,2024-07-17 14:00:00,2024-07-17,C09976,R03,A03,530.0,0,Card,Completed,False
O0031291,2024-07-17 13:00:00,2024-07-17,C01431,R03,A03,340.0,0,Card,Completed,False
O0031292,2024-07-17 11:00:00,2024-07-17,C06665,R03,A03,800.0,0,Card,Completed,False
O0031293,2024-07-17 13:00:00,2024-07-17,C02716,R03,A03,220.0,0,UPI,Completed,False
O0031294,2024-07-17 14:00:00,2024-07-17,C13792,R03,A03,460.0,0,UPI,Completed,False
O0031295,2024-07-17 12:00:00,2024-07-17,C10053,R03,A03,540.0,0,Card,Completed,False
O0031296,2024-07-17 14:00:00,2024-07-17,C10519,R03,A03,460.0,0,Cash,Completed,False
O0031297,2024-07-17 12:00:00,2024-07-17,C01548,R03,A03,390.0,0,UPI,Completed,False
O0031298,2024-07-17 13:00:00,2024-07-17,C13614,R03,A03,450.0,0,UPI,Completed,False
O0031299,2024-07-17 11:00:00,2024-07-17,C06729,R03,A03,460.0,0,Cash,Completed,False
