inventory_id,material_id,area_id,purchase_date,quantity_purchased,quantity_used,quantity_wasted,unit_cost,expiry_date
INV0000409,M09,A05,2024-07-19,25,12,4,34,2024-08-08
INV0000410,M09,A05,2024-07-02,47,39,2,34,2024-07-22
INV0000411,M09,A05,2025-11-20,48,37,1,34,2025-12-10
INV0000412,M09,A05,2025-03-08,52,27,10,34,2025-03-28
INV0000413,M09,A05,2024-06-21,22,20,0,34,2024-07-11
INV0000414,M09,A05,2026-04-04,47,21,7,34,2026-04-24
INV0000415,M09,A06,2025-03-18,31,29,0,34,2025-04-07
INV0000416,M09,A06,2024-02-13,76,42,2,34,2024-03-04
INV0000417,M09,A06,2025-07-16,71,67,1,34,2025-08-05
INV0000418,M09,A06,2025-11-27,47,28,3,34,2025-12-17
INV0000419,M09,A06,2024-03-09,103,60,11,34,2024-03-29
INV0000420,M09,A06,2024-07-12,61,47,3,34,2024-08-01
INV0000421,M09,A07,2025-11-20,59,50,1,34,2025-12-10
INV0000422,M09,A07,2026-06-21,32,27,1,34,2026-07-11
INV0000423,M09,A07,2024-05-16,39,33,1,34,2024-06-05
INV0000424,M09,A07,2024-05-07,56,46,4,34,2024-05-27
INV0000425,M09,A07,2026-01-02,42,37,0,34,2026-01-22
INV0000426,M09,A07,2025-05-01,99,66,7,34,2025-05-21
INV0000427,M09,A08,2025-11-03,88,81,0,34,2025-11-23
INV0000428,M09,A08,2024-08-03,62,50,3,34,2024-08-23
INV0000429,M09,A08,2024-10-13,17,13,0,34,2024-11-02
INV0000430,M09,A08,2024-02-08,78,44,4,34,2024-02-28
INV0000431,M09,A08,2024-10-25,80,77,0,34,2024-11-14
INV0000432,M09,A08,2026-06-23,46,33,0,34,2026-07-13
INV0000433,M10,A01,2025-10-02,78,64,5,145,2026-03-31
INV0000434,M10,A01,2025-03-18,54,38,3,145,2025-09-14
INV0000435,M10,A01,2025-04-25,35,16,3,145,2025-10-22
INV0000436,M10,A01,2026-06-30,86,75,2,145,2026-12-27
INV0000437,M10,A01,2025-11-20,51,35,5,145,2026-05-19
INV0000438,M10,A01,2024-08-25,45,28,4,145,2025-02-21
INV0000439,M10,A02,2026-06-30,21,19,0,145,2026-12-27
INV0000440,M10,A02,2025-05-03,41,28,2,145,2025-10-30
INV0000441,M10,A02,2025-01-24,69,56,4,145,2025-07-23
INV0000442,M10,A02,2025-04-18,30,23,2,145,2025-10-15
INV0000443,M10,A02,2026-06-05,24,14,3,145,2026-12-02
INV0000444,M10,A02,2024-06-02,77,64,5,145,2024-11-29
INV0000445,M10,A03,2025-03-03,69,37,9,145,2025-08-30
INV0000446,M10,A03,2026-03-07,66,37,7,145,2026-09-03
INV0000447,M10,A03,2025-08-22,23,18,0,145,2026-02-18
INV0000448,M10,A03,2025-04-04,9,7,0,145,2025-10-01
INV0000449,M10,A03,2025-07-28,48,23,7,145,2026-01-24
INV0000450,M10,A03,2026-07-05,40,27,1,145,2027-01-01
INV0000451,M10,A04,2024-11-19,17,9,3,145,2025-05-18
INV0000452,M10,A04,2025-08-25,44,40,0,145,2026-02-21
INV0000453,M10,A04,2025-11-24,29,23,1,145,2026-05-23
INV0000454,M10,A04,2025-05-20,60,40,3,145,2025-11-16
INV0000455,M10,A04,2024-08-30,53,45,2,145,2025-02-26
INV0000456,M10,A04,2026-05-12,92,64,3,145,2026-11-08
INV0000457,M10,A05,2024-10-05,6,3,0,145,2025-04-03
INV0000458,M10,A05,2024-12-18,23,16,2,145,2025-06-16
INV0000459,M10,A05,2026-02-13,37,29,1,145,2026-08-12
INV0000460,M10,A05,2025-05-17,36,19,1,145,2025-11-13
INV0000461,M10,A05,2025-05-08,45,27,7,145,2025-11-04
INV0000462,M10,A05,2024-10-09,51,40,4,145,2025-04-07
INV0000463,M10,A06,2026-05-08,53,46,0,145,2026-11-04
INV0000464,M10,A06,2025-04-16,58,40,3,145,2025-10-13
INV0000465,M10,A06,2026-05-28,50,41,2,145,2026-11-24
INV0000466,M10,A06,2026-07-03,80,40,4,145,2026-12-30
INV0000467,M10,A06,2024-09-11,34,21,1,145,2025-03-10
INV0000468,M10,A06,2024-05-16,26,12,4,145,2024-11-12
INV0000469,M10,A07,2025-02-23,37,20,4,145,2025-08-22
INV0000470,M10,A07,2024-01-29,31,14,5,145,2024-07-27
INV0000471,M10,A07,2024-12-23,44,34,1,145,2025-06-21
INV0000472,M10,A07,2026-05-18,40,23,4,145,2026-11-14
INV0000473,M10,A07,2024-12-01,51,39,5,145,2025-05-30
INV0000474,M10,A07,2024-01-29,41,36,2,145,2024-07-27
INV0000475,M10,A08,2025-08-28,39,31,1,145,2026-02-24
INV0000476,M10,A08,2026-07-21,9,4,1,145,2027-01-17
INV0000477,M10,A08,2025-05-31,25,16,3,145,2025-11-27
INV0000478,M10,A08,2025-01-20,66,59,1,145,2025-07-19
INV0000479,M10,A08,2025-04-05,80,53,3,145,2025-10-02
INV0000480,M10,A08,2024-09-02,30,21,1,145,2025-03-01
INV0000481,M11,A01,2025-04-06,31,20,1,620,2025-06-05
INV0000482,M11,A01,2026-01-29,65,48,5,620,2026-03-30
INV0000483,M11,A01,2024-08-28,46,42,1,620,2024-10-27
INV0000484,M11,A01,2024-09-12,59,34,6,620,2024-11-11
INV0000485,M11,A01,2026-03-28,53,46,0,620,2026-05-27
INV0000486,M11,A01,2025-07-07,25,14,0,620,2025-09-05
INV0000487,M11,A02,2025-09-03,57,48,2,620,2025-11-02
INV0000488,M11,A02,2025-06-27,62,52,1,620,2025-08-26
INV0000489,M11,A02,2024-12-05,74,61,4,620,2025-02-03
INV0000490,M11,A02,2025-12-15,35,32,0,620,2026-02-13
INV0000491,M11,A02,2025-10-28,65,42,1,620,2025-12-27
INV0000492,M11,A02,2026-06-12,24,20,0,620,2026-08-11
INV0000493,M11,A03,2025-09-05,68,31,8,620,2025-11-04
INV0000494,M11,A03,2025-08-19,29,24,2,620,2025-10-18
INV0000495,M11,A03,2025-05-23,50,47,0,620,2025-07-22
INV0000496,M11,A03,2024-12-11,23,11,2,620,2025-02-09
INV0000497,M11,A03,2025-04-03,11,10,0,620,2025-06-02
INV0000498,M11,A03,2025-07-14,87,42,4,620,2025-09-12
INV0000499,M11,A04,2024-07-13,79,73,1,620,2024-09-11
INV0000500,M11,A04,2025-04-09,32,22,2,620,2025-06-08
INV0000501,M11,A04,2026-04-18,25,18,2,620,2026-06-17
INV0000502,M11,A04,2025-06-26,23,12,1,620,2025-08-25
INV0000503,M11,A04,2024-03-19,24,16,1,620,2024-05-18
INV0000504,M11,A04,2025-04-05,86,65,4,620,2025-06-04
INV0000505,M11,A05,2025-05-09,54,32,2,620,2025-07-08
INV0000506,M11,A05,2024-09-01,30,26,1,620,2024-10-31
INV0000507,M11,A05,2025-07-28,14,13,0,620,2025-09-26
INV0000508,M11,A05,2025-09-17,60,54,1,620,2025-11-16
INV0000509,M11,A05,2024-03-20,90,57,12,620,2024-05-19
INV0000510,M11,A05,2026-02-10,38,18,4,620,2026-04-11
INV0000511,M11,A06,2024-06-06,69,38,13,620,2024-08-05
INV0000512,M11,A06,2026-02-16,43,39,1,620,2026-04-17
INV0000513,M11,A06,2024-12-14,53,51,0,620,2025-02-12
INV0000514,M11,A06,2024-08-13,93,81,3,620,2024-10-12
INV0000515,M11,A06,2024-03-12,34,22,4,620,2024-05-11
INV0000516,M11,A06,2025-02-17,77,70,2,620,2025-04-18
INV0000517,M11,A07,2026-02-17,82,60,8,620,2026-04-18
INV0000518,M11,A07,2024-07-29,26,21,0,620,2024-09-27
INV0000519,M11,A07,2025-09-28,52,24,1,620,2025-11-27
INV0000520,M11,A07,2024-07-26,46,35,2,620,2024-09-24
INV0000521,M11,A07,2024-02-11,55,39,1,620,2024-04-11
INV0000522,M11,A07,2025-05-04,44,23,5,620,2025-07-03
INV0000523,M11,A08,2025-01-26,23,10,4,620,2025-03-27
INV0000524,M11,A08,2025-02-15,125,93,2,620,2025-04-16
INV0000525,M11,A08,2026-02-13,31,15,5,620,2026-04-14
INV0000526,M11,A08,2025-07-23,53,33,4,620,2025-09-21
INV0000527,M11,A08,2024-06-03,34,19,6,620,2024-08-02
INV0000528,M11,A08,2026-04-29,40,38,0,620,2026-06-28
INV0000529,M12,A01,2024-04-17,28,17,3,480,2025-04-17
INV0000530,M12,A01,2025-10-21,47,33,1,480,2026-10-21
INV0000531,M12,A01,2024-05-17,63,34,8,480,2025-05-17
INV0000532,M12,A01,2025-01-14,72,50,7,480,2026-01-14
INV0000533,M12,A01,2025-09-21,49,24,8,480,2026-09-21
INV0000534,M12,A01,2024-09-01,48,34,2,480,2025-09-01
INV0000535,M12,A02,2024-09-09,44,32,4,480,2025-09-09
INV0000536,M12,A02,2025-06-10,86,42,2,480,2026-06-10
INV0000537,M12,A02,2025-12-15,67,54,3,480,2026-12-15
INV0000538,M12,A02,2024-01-02,167,103,14,480,2025-01-01
INV0000539,M12,A02,2024-07-30,67,52,4,480,2025-07-30
INV0000540,M12,A02,2024-02-16,25,21,0,480,2025-02-15
INV0000541,M12,A03,2026-04-01,77,49,11,480,2027-04-01
INV0000542,M12,A03,2025-12-31,49,28,7,480,2026-12-31
INV0000543,M12,A03,2025-07-05,45,21,2,480,2026-07-05
INV0000544,M12,A03,2024-09-27,76,59,6,480,2025-09-27
INV0000545,M12,A03,2025-04-26,32,27,1,480,2026-04-26
INV0000546,M12,A03,2024-07-12,29,17,2,480,2025-07-12
INV0000547,M12,A04,2026-06-29,17,8,1,480,2027-06-29
INV0000548,M12,A04,2025-09-04,24,19,1,480,2026-09-04
INV0000549,M12,A04,2026-03-29,55,44,4,480,2027-03-29
INV0000550,M12,A04,2024-09-20,30,16,3,480,2025-09-20
INV0000551,M12,A04,2026-07-19,39,33,2,480,2027-07-19
INV0000552,M12,A04,2026-02-15,64,40,8,480,2027-02-15
INV0000553,M12,A05,2026-05-18,13,7,0,480,2027-05-18
INV0000554,M12,A05,2024-06-16,21,16,0,480,2025-06-16
INV0000555,M12,A05,2026-01-28,51,23,12,480,2027-01-28
INV0000556,M12,A05,2025-02-22,40,34,1,480,2026-02-22
INV0000557,M12,A05,2025-01-22,50,30,8,480,2026-01-22
INV0000558,M12,A05,2024-10-22,83,62,4,480,2025-10-22
INV0000559,M12,A06,2025-02-27,73,51,5,480,2026-02-27
INV0000560,M12,A06,2025-01-04,31,21,3,480,2026-01-04
INV0000561,M12,A06,2026-07-17,42,25,4,480,2027-07-17
INV0000562,M12,A06,2025-08-26,69,45,8,480,2026-08-26
INV0000563,M12,A06,2024-12-11,70,56,4,480,2025-12-11
INV0000564,M12,A06,2025-05-23,14,10,1,480,2026-05-23
INV0000565,M12,A07,2025-10-08,51,24,10,480,2026-10-08
INV0000566,M12,A07,2024-02-16,44,32,2,480,2025-02-15
INV0000567,M12,A07,2024-12-22,30,24,0,480,2025-12-22
INV0000568,M12,A07,2025-12-07,57,43,5,480,2026-12-07
INV0000569,M12,A07,2026-06-18,41,20,7,480,2027-06-18
INV0000570,M12,A07,2025-10-28,62,28,14,480,2026-10-28
INV0000571,M12,A08,2024-03-24,55,48,0,480,2025-03-24
INV0000572,M12,A08,2024-07-01,41,37,0,480,2025-07-01
INV0000573,M12,A08,2024-03-26,85,59,5,480,2025-03-26
INV0000574,M12,A08,2025-03-28,67,48,7,480,2026-03-28
INV0000575,M12,A08,2025-07-20,70,51,4,480,2026-07-20
INV0000576,M12,A08,2024-07-26,101,92,1,480,2025-07-26
INV0000577,M13,A01,2025-03-01,10,8,0,45,2025-03-06
INV0000578,M13,A01,2024-04-14,31,22,1,45,2024-04-19
INV0000579,M13,A01,2024-06-16,55,27,4,45,2024-06-21
INV0000580,M13,A01,2025-06-09,56,32,9,45,2025-06-14
INV0000581,M13,A01,2024-05-12,36,24,3,45,2024-05-17
INV0000582,M13,A01,2024-05-07,22,20,0,45,2024-05-12
INV0000583,M13,A02,2024-06-26,21,15,0,45,2024-07-01
INV0000584,M13,A02,2025-02-17,51,23,5,45,2025-02-22
INV0000585,M13,A02,2025-08-18,30,19,2,45,2025-08-23
INV0000586,M13,A02,2024-12-25,68,42,9,45,2024-12-30
INV0000587,M13,A02,2026-03-17,47,37,1,45,2026-03-22
INV0000588,M13,A02,2024-08-14,29,15,6,45,2024-08-19
INV0000589,M13,A03,2025-09-17,36,21,4,45,2025-09-22
INV0000590,M13,A03,2025-06-13,21,14,2,45,2025-06-18
INV0000591,M13,A03,2025-12-18,47,35,1,45,2025-12-23
INV0000592,M13,A03,2025-10-07,40,34,0,45,2025-10-12
INV0000593,M13,A03,2026-05-09,86,66,1,45,2026-05-14
INV0000594,M13,A03,2024-12-25,104,98,2,45,2024-12-30
INV0000595,M13,A04,2024-03-20,39,30,3,45,2024-03-25
INV0000596,M13,A04,2026-05-15,59,44,3,45,2026-05-20
INV0000597,M13,A04,2024-10-01,37,26,4,45,2024-10-06
INV0000598,M13,A04,2024-05-03,34,16,2,45,2024-05-08
INV0000599,M13,A04,2024-12-01,66,52,1,45,2024-12-06
INV0000600,M13,A04,2025-11-28,71,41,4,45,2025-12-03
INV0000601,M13,A05,2024-03-05,41,40,0,45,2024-03-10
INV0000602,M13,A05,2025-06-28,52,26,9,45,2025-07-03
INV0000603,M13,A05,2024-04-13,43,31,3,45,2024-04-18
INV0000604,M13,A05,2026-03-26,57,40,1,45,2026-03-31
INV0000605,M13,A05,2024-10-29,48,31,5,45,2024-11-03
INV0000606,M13,A05,2025-07-09,85,47,13,45,2025-07-14
INV0000607,M13,A06,2026-06-11,32,19,3,45,2026-06-16
INV0000608,M13,A06,2024-08-23,23,18,0,45,2024-08-28
INV0000609,M13,A06,2025-04-10,88,46,11,45,2025-04-15
INV0000610,M13,A06,2026-07-17,50,28,7,45,2026-07-22
INV0000611,M13,A06,2024-12-24,43,29,4,45,2024-12-29
INV0000612,M13,A06,2025-10-08,43,31,0,45,2025-10-13
INV0000613,M13,A07,2026-04-03,45,30,3,45,2026-04-08
INV0000614,M13,A07,2026-02-13,76,49,12,45,2026-02-18
INV0000615,M13,A07,2026-04-27,59,48,2,45,2026-05-02
INV0000616,M13,A07,2024-11-02,46,28,7,45,2024-11-07
INV0000617,M13,A07,2025-07-13,54,52,0,45,2025-07-18
INV0000618,M13,A07,2025-03-22,38,29,3,45,2025-03-27
INV0000619,M13,A08,2024-07-28,45,21,5,45,2024-08-02
INV0000620,M13,A08,2024-01-07,61,27,7,45,2024-01-12
INV0000621,M13,A08,2025-03-23,24,17,1,45,2025-03-28
INV0000622,M13,A08,2024-01-04,58,35,6,45,2024-01-09
INV0000623,M13,A08,2026-03-08,33,22,1,45,2026-03-13
INV0000624,M13,A08,2025-04-02,54,50,1,45,2025-04-07
INV0000625,M14,A01,2026-03-27,43,37,0,85,2026-04-06
INV0000626,M14,A01,2025-06-22,98,89,3,85,2025-07-02
INV0000627,M14,A01,2024-11-12,38,33,1,85,2024-11-22
INV0000628,M14,A01,2026-07-25,24,19,0,85,2026-08-04
INV0000629,M14,A01,2024-09-03,38,35,0,85,2024-09-13
INV0000630,M14,A01,2024-08-03,124,72,11,85,2024-08-13
INV0000631,M14,A02,2024-10-16,21,12,2,85,2024-10-26
INV0000632,M14,A02,2024-09-24,60,54,1,85,2024-10-04
INV0000633,M14,A02,2024-06-26,84,69,6,85,2024-07-06
INV0000634,M14,A02,2025-06-11,59,57,0,85,2025-06-21
INV0000635,M14,A02,2024-06-24,30,26,0,85,2024-07-04
INV0000636,M14,A02,2024-03-03,54,42,5,85,2024-03-13
INV0000637,M14,A03,2026-06-27,50,41,2,85,2026-07-07
INV0000638,M14,A03,2024-06-15,32,29,0,85,2024-06-25
INV0000639,M14,A03,2025-04-17,48,29,5,85,2025-04-27
INV0000640,M14,A03,2026-07-11,59,45,2,85,2026-07-21
INV0000641,M14,A03,2026-04-29,59,54,1,85,2026-05-09
INV0000642,M14,A03,2025-05-28,42,38,0,85,2025-06-07
INV0000643,M14,A04,2024-01-26,88,57,7,85,2024-02-05
INV0000644,M14,A04,2025-04-20,22,15,1,85,2025-04-30
INV0000645,M14,A04,2024-04-20,85,62,8,85,2024-04-30
INV0000646,M14,A04,2025-08-08,67,30,8,85,2025-08-18
INV0000647,M14,A04,2024-09-22,72,45,11,85,2024-10-02
INV0000648,M14,A04,2025-12-18,56,27,5,85,2025-12-28
INV0000649,M14,A05,2026-03-26,61,54,2,85,2026-04-05
INV0000650,M14,A05,2025-02-15,70,61,2,85,2025-02-25
INV0000651,M14,A05,2024-03-25,64,30,6,85,2024-04-04
INV0000652,M14,A05,2024-12-09,79,63,6,85,2024-12-19
INV0000653,M14,A05,2026-04-26,24,23,0,85,2026-05-06
INV0000654,M14,A05,2025-11-12,48,38,2,85,2025-11-22
INV0000655,M14,A06,2024-07-12,47,45,0,85,2024-07-22
INV0000656,M14,A06,2024-10-14,24,20,0,85,2024-10-24
INV0000657,M14,A06,2025-12-28,30,14,5,85,2026-01-07
INV0000658,M14,A06,2025-09-22,50,30,6,85,2025-10-02
INV0000659,M14,A06,2026-02-24,35,30,1,85,2026-03-06
INV0000660,M14,A06,2025-02-16,28,13,2,85,2025-02-26
INV0000661,M14,A07,2024-08-21,47,28,4,85,2024-08-31
INV0000662,M14,A07,2024-03-26,31,18,1,85,2024-04-05
INV0000663,M14,A07,2025-04-10,51,31,1,85,2025-04-20
INV0000664,M14,A07,2024-03-31,29,16,2,85,2024-04-10
INV0000665,M14,A07,2026-01-22,48,43,1,85,2026-02-01
INV0000666,M14,A07,2025-06-04,68,49,4,85,2025-06-14
INV0000667,M14,A08,2025-12-31,62,45,7,85,2026-01-10
INV0000668,M14,A08,2025-01-16,47,38,1,85,2025-01-26
INV0000669,M14,A08,2024-06-03,30,25,0,85,2024-06-13
INV0000670,M14,A08,2026-06-25,37,22,1,85,2026-07-05
INV0000671,M14,A08,2026-01-26,72,55,4,85,2026-02-05
INV0000672,M14,A08,2026-03-16,33,22,3,85,2026-03-26
INV0000673,M15,A01,2026-07-17,59,37,7,95,2027-01-13
INV0000674,M15,A01,2026-05-05,70,43,3,95,2026-11-01
INV0000675,M15,A01,2025-05-10,49,47,0,95,2025-11-06
INV0000676,M15,A01,2025-03-28,54,50,0,95,2025-09-24
INV0000677,M15,A01,2026-02-24,45,36,3,95,2026-08-23
INV0000678,M15,A01,2025-04-07,52,32,1,95,2025-10-04
INV0000679,M15,A02,2025-09-19,56,48,1,95,2026-03-18
INV0000680,M15,A02,2025-03-15,54,30,4,95,2025-09-11
INV0000681,M15,A02,2024-08-04,27,21,1,95,2025-01-31
INV0000682,M15,A02,2024-07-07,41,37,1,95,2025-01-03
INV0000683,M15,A02,2026-07-10,39,25,1,95,2027-01-06
INV0000684,M15,A02,2025-04-17,51,30,7,95,2025-10-14
INV0000685,M15,A03,2024-01-26,32,14,3,95,2024-07-24
INV0000686,M15,A03,2025-08-28,12,9,1,95,2026-02-24
INV0000687,M15,A03,2026-02-24,59,34,5,95,2026-08-23
INV0000688,M15,A03,2024-10-07,31,15,2,95,2025-04-05
INV0000689,M15,A03,2025-11-16,28,21,0,95,2026-05-15
INV0000690,M15,A03,2025-01-23,41,34,1,95,2025-07-22
INV0000691,M15,A04,2025-03-06,87,77,2,95,2025-09-02
INV0000692,M15,A04,2024-09-24,45,39,2,95,2025-03-23
INV0000693,M15,A04,2025-09-27,37,16,1,95,2026-03-26
INV0000694,M15,A04,2024-01-06,49,31,6,95,2024-07-04
INV0000695,M15,A04,2025-06-01,16,14,0,95,2025-11-28
INV0000696,M15,A04,2026-01-06,15,13,0,95,2026-07-05
INV0000697,M15,A05,2024-03-17,65,44,1,95,2024-09-13
INV0000698,M15,A05,2026-01-14,54,27,8,95,2026-07-13
INV0000699,M15,A05,2026-03-04,90,56,9,95,2026-08-31
INV0000700,M15,A05,2025-03-23,53,36,2,95,2025-09-19
INV0000701,M15,A05,2025-07-27,33,22,1,95,2026-01-23
INV0000702,M15,A05,2025-04-03,27,16,1,95,2025-09-30
INV0000703,M15,A06,2025-11-16,26,18,2,95,2026-05-15
INV0000704,M15,A06,2024-03-01,46,37,3,95,2024-08-28
INV0000705,M15,A06,2025-06-11,35,29,1,95,2025-12-08
INV0000706,M15,A06,2025-05-26,54,51,0,95,2025-11-22
INV0000707,M15,A06,2025-03-15,32,29,0,95,2025-09-11
INV0000708,M15,A06,2026-03-14,48,25,7,95,2026-09-10
INV0000709,M15,A07,2024-01-01,60,55,0,95,2024-06-29
INV0000710,M15,A07,2026-02-23,52,26,7,95,2026-08-22
INV0000711,M15,A07,2026-07-24,39,32,1,95,2027-01-20
INV0000712,M15,A07,2024-02-02,16,11,2,95,2024-07-31
INV0000713,M15,A07,2024-07-17,27,20,2,95,2025-01-13
INV0000714,M15,A07,2024-10-14,26,16,0,95,2025-04-12
INV0000715,M15,A08,2024-03-22,46,24,2,95,2024-09-18
INV0000716,M15,A08,2024-03-15,49,41,0,95,2024-09-11
INV0000717,M15,A08,2026-02-25,26,12,2,95,2026-08-24
INV0000718,M15,A08,2024-01-19,69,47,2,95,2024-07-17
INV0000719,M15,A08,2024-02-02,43,19,10,95,2024-07-31
INV0000720,M15,A08,2025-07-04,73,44,11,95,2025-12-31
