order_item_id,order_id,dish_id,quantity,selling_price,discount,revenue,ingredient_cost,profit
I00020115,O0013835,D11,1,210.0,0,210.0,74,114.832
I00020116,O0013835,D18,1,280.0,0,280.0,112,139.776
I00020117,O0013836,D08,1,180.0,0,180.0,58,103.856
I00020118,O0013836,D02,1,340.0,0,340.0,156,149.728
I00020119,O0013837,D15,1,160.0,0,160.0,42,101.872
I00020120,O0013837,D17,3,220.0,0,660.0,246,347.472
I00020121,O0013838,D12,2,360.0,0,720.0,330,317.424
I00020122,O0013839,D01,1,260.0,0,260.0,92,141.792
I00020123,O0013840,D08,1,180.0,10,162.0,58,81.968
I00020124,O0013841,D16,1,110.0,0,110.0,28,68.536
I00020125,O0013842,D11,1,210.0,0,210.0,74,110.29599999999999
I00020126,O0013843,D02,3,340.0,0,1020.0,468,427.152
I00020127,O0013843,D16,3,110.0,0,330.0,84,205.608
I00020128,O0013844,D10,1,230.0,0,230.0,84,117.848
I00020129,O0013845,D02,1,340.0,0,340.0,156,142.38400000000001
I00020130,O0013845,D06,1,460.0,0,460.0,186,217.696
I00020131,O0013846,D03,1,240.0,0,240.0,96,114.624
I00020132,O0013847,D06,2,460.0,0,920.0,372,435.392
I00020133,O0013847,D18,2,280.0,0,560.0,224,267.456
I00020134,O0013848,D05,1,390.0,0,390.0,148,194.264
I00020135,O0013849,D06,1,460.0,0,460.0,186,217.696
I00020136,O0013849,D18,1,280.0,0,280.0,112,133.728
I00020137,O0013850,D17,2,220.0,0,440.0,164,222.144
I00020138,O0013851,D12,1,360.0,10,324.0,165,114.936
I00020139,O0013852,D15,1,160.0,0,160.0,42,98.416
I00020140,O0013853,D13,1,120.0,0,120.0,34,71.312
I00020141,O0013854,D04,1,320.0,0,320.0,148,138.208
I00020142,O0013855,D14,1,150.0,0,150.0,46,88.16
I00020143,O0013856,D07,1,190.0,10,171.0,62,88.936
I00020144,O0013857,D08,2,180.0,10,324.0,116,169.984
I00020145,O0013857,D12,1,360.0,10,324.0,165,120.98400000000001
I00020146,O0013858,D12,1,360.0,0,360.0,165,156.984
I00020147,O0013859,D16,1,110.0,0,110.0,28,70.384
I00020148,O0013860,D12,2,360.0,10,648.0,330,241.96800000000002
I00020149,O0013860,D10,1,230.0,10,207.0,84,98.712
I00020150,O0013861,D13,1,120.0,0,120.0,34,73.328
I00020151,O0013862,D14,2,150.0,0,300.0,92,176.32
I00020152,O0013862,D07,1,190.0,0,190.0,62,107.936
I00020153,O0013863,D08,1,180.0,0,180.0,58,102.992
I00020154,O0013864,D09,1,220.0,0,220.0,78,118.768
I00020155,O0013865,D14,1,150.0,0,150.0,46,88.16
I00020156,O0013866,D13,1,120.0,0,120.0,34,73.328
I00020157,O0013867,D08,3,180.0,0,540.0,174,308.976
I00020158,O0013868,D13,2,120.0,0,240.0,68,138.01600000000002
I00020159,O0013868,D14,3,150.0,0,450.0,138,248.28
I00020160,O0013869,D12,1,360.0,0,360.0,165,144.024
I00020161,O0013870,D03,1,240.0,0,240.0,96,110.016
I00020162,O0013870,D05,1,390.0,0,390.0,148,186.776
I00020163,O0013871,D11,1,210.0,0,210.0,74,106.26400000000001
I00020164,O0013872,D05,1,390.0,0,390.0,148,186.776
I00020165,O0013873,D11,1,210.0,0,210.0,74,106.26400000000001
I00020166,O0013873,D13,1,120.0,0,120.0,34,69.00800000000001
I00020167,O0013874,D15,1,160.0,0,160.0,42,95.344
I00020168,O0013874,D09,1,220.0,0,220.0,78,110.848
I00020169,O0013875,D08,1,180.0,0,180.0,58,96.512
I00020170,O0013876,D06,1,460.0,0,460.0,186,208.864
I00020171,O0013877,D12,1,360.0,0,360.0,165,144.024
I00020172,O0013878,D12,1,360.0,0,360.0,165,144.024
I00020173,O0013879,D02,1,340.0,0,340.0,156,135.856
I00020174,O0013879,D18,1,280.0,0,280.0,112,128.352
I00020175,O0013880,D09,1,220.0,0,220.0,78,110.848
I00020176,O0013881,D14,1,150.0,10,135.0,46,67.76
I00020177,O0013881,D03,1,240.0,10,216.0,96,86.016
I00020178,O0013882,D10,1,230.0,0,230.0,84,113.432
I00020179,O0013883,D04,1,320.0,0,320.0,148,126.688
I00020180,O0013884,D18,1,280.0,0,280.0,112,128.352
I00020181,O0013885,D17,1,220.0,10,198.0,82,84.848
I00020182,O0013886,D08,2,180.0,15,306.0,116,139.024
I00020183,O0013887,D01,1,260.0,15,221.0,92,92.184
I00020184,O0013887,D11,1,210.0,15,178.5,74,74.76400000000001
I00020185,O0013887,D15,1,160.0,15,136.0,42,71.344
I00020186,O0013888,D04,1,320.0,0,320.0,148,126.688
I00020187,O0013888,D07,1,190.0,0,190.0,62,101.096
I00020188,O0013889,D05,1,390.0,0,390.0,148,186.776
I00020189,O0013889,D08,3,180.0,0,540.0,174,289.536
I00020190,O0013890,D01,1,260.0,0,260.0,92,131.184
I00020191,O0013891,D18,1,280.0,0,280.0,112,128.352
I00020192,O0013891,D11,1,210.0,0,210.0,74,106.26400000000001
I00020193,O0013892,D15,1,160.0,20,128.0,42,63.344
I00020194,O0013892,D09,3,220.0,20,528.0,234,200.54399999999998
I00020195,O0013893,D10,1,230.0,10,207.0,84,90.432
I00020196,O0013893,D02,2,340.0,10,612.0,312,203.71200000000002
I00020197,O0013894,D10,1,230.0,0,230.0,84,113.432
I00020198,O0013895,D11,2,210.0,0,420.0,148,212.52800000000002
I00020199,O0013896,D05,2,390.0,0,780.0,296,367.0
I00020200,O0013896,D04,1,320.0,0,320.0,148,124.0
I00020201,O0013897,D04,1,320.0,0,320.0,148,124.0
I00020202,O0013898,D12,1,360.0,10,324.0,165,105.0
I00020203,O0013899,D10,1,230.0,0,230.0,84,111.5
I00020204,O0013900,D02,1,340.0,0,340.0,156,133.0
I00020205,O0013901,D07,1,190.0,0,190.0,62,99.5
I00020206,O0013902,D15,1,160.0,0,160.0,42,94.0
I00020207,O0013902,D10,1,230.0,0,230.0,84,111.5
I00020208,O0013903,D14,1,150.0,0,150.0,46,81.5
I00020209,O0013903,D07,1,190.0,0,190.0,62,99.5
I00020210,O0013904,D12,1,360.0,0,360.0,165,141.0
I00020211,O0013905,D05,2,390.0,0,780.0,296,367.0
I00020212,O0013906,D07,2,190.0,0,380.0,124,199.0
I00020213,O0013906,D01,2,260.0,0,520.0,184,258.0
I00020214,O0013906,D18,2,280.0,0,560.0,224,252.0
I00020215,O0013907,D05,2,390.0,0,780.0,296,367.0
I00020216,O0013908,D14,1,150.0,0,150.0,46,81.5
I00020217,O0013909,D03,2,240.0,0,480.0,192,216.0
I00020218,O0013910,D09,3,220.0,0,660.0,234,327.0
I00020219,O0013911,D11,1,210.0,0,210.0,74,104.5
I00020220,O0013911,D17,3,220.0,0,660.0,246,315.0
I00020221,O0013912,D04,1,320.0,0,320.0,148,124.0
I00020222,O0013913,D10,1,230.0,0,230.0,84,111.5
I00020223,O0013913,D09,2,220.0,0,440.0,156,218.0
I00020224,O0013914,D13,1,120.0,15,102.0,34,50.0
I00020225,O0013915,D05,3,390.0,0,1170.0,444,550.5
I00020226,O0013915,D11,2,210.0,0,420.0,148,209.0
I00020227,O0013915,D10,2,230.0,0,460.0,168,223.0
I00020228,O0013916,D14,1,150.0,0,150.0,46,81.5
I00020229,O0013916,D01,3,260.0,0,780.0,276,387.0
I00020230,O0013917,D14,1,150.0,0,150.0,46,84.2
I00020231,O0013918,D09,1,220.0,0,220.0,78,112.96000000000001
I00020232,O0013919,D11,1,210.0,0,210.0,74,108.28
I00020233,O0013920,D17,1,220.0,0,220.0,82,108.96000000000001
I00020234,O0013920,D01,1,260.0,0,260.0,92,133.68
I00020235,O0013920,D06,1,460.0,0,460.0,186,213.28
I00020236,O0013921,D14,1,150.0,0,150.0,46,84.2
I00020237,O0013921,D17,1,220.0,0,220.0,82,108.96000000000001
I00020238,O0013922,D15,1,160.0,0,160.0,42,96.88
I00020239,O0013923,D15,1,160.0,0,160.0,42,96.88
I00020240,O0013924,D01,2,260.0,0,520.0,184,267.36
I00020241,O0013924,D04,1,320.0,0,320.0,148,129.76
I00020242,O0013924,D16,2,110.0,0,220.0,56,134.96
I00020243,O0013925,D18,1,280.0,0,280.0,112,131.04
I00020244,O0013925,D04,1,320.0,0,320.0,148,129.76
I00020245,O0013926,D16,1,110.0,0,110.0,28,67.48
I00020246,O0013927,D02,1,340.0,0,340.0,156,139.12
I00020247,O0013928,D03,1,240.0,0,240.0,96,112.32
I00020248,O0013929,D14,1,150.0,0,150.0,46,84.2
I00020249,O0013929,D16,2,110.0,0,220.0,56,134.96
I00020250,O0013930,D17,1,220.0,0,220.0,82,108.96000000000001
I00020251,O0013931,D02,2,340.0,0,680.0,312,278.24
I00020252,O0013931,D11,1,210.0,0,210.0,74,108.28
I00020253,O0013932,D07,1,190.0,5,180.5,62,93.42
I00020254,O0013933,D08,1,180.0,15,153.0,58,71.24000000000001
I00020255,O0013934,D10,1,230.0,0,230.0,84,115.64
I00020256,O0013935,D17,1,220.0,0,220.0,82,113.712
I00020257,O0013935,D17,2,220.0,0,440.0,164,227.424
I00020258,O0013936,D09,1,220.0,15,187.0,78,84.712
I00020259,O0013937,D10,1,230.0,0,230.0,84,120.608
I00020260,O0013937,D13,1,120.0,0,120.0,34,72.752
I00020261,O0013938,D12,1,360.0,0,360.0,165,155.256
I00020262,O0013939,D14,2,150.0,0,300.0,92,174.88
I00020263,O0013939,D02,1,340.0,0,340.0,156,146.464
I00020264,O0013940,D10,1,230.0,10,207.0,84,97.608
I00020265,O0013940,D13,1,120.0,10,108.0,34,60.752
I00020266,O0013941,D04,1,320.0,0,320.0,148,136.672
I00020267,O0013941,D11,1,210.0,0,210.0,74,112.816
I00020268,O0013942,D01,1,260.0,0,260.0,92,139.296
I00020269,O0013943,D12,1,360.0,0,360.0,165,155.256
I00020270,O0013943,D07,1,190.0,0,190.0,62,107.024
I00020271,O0013944,D11,1,210.0,0,210.0,74,112.816
I00020272,O0013945,D04,2,320.0,0,640.0,296,273.344
I00020273,O0013946,D06,2,460.0,10,828.0,372,354.432
I00020274,O0013946,D03,1,240.0,10,216.0,96,93.504
I00020275,O0013947,D05,2,390.0,20,624.0,296,241.888
I00020276,O0013947,D03,1,240.0,20,192.0,96,69.504
I00020277,O0013948,D15,1,160.0,10,144.0,42,84.336
I00020278,O0013949,D07,1,190.0,0,190.0,62,107.024
I00020279,O0013949,D02,2,340.0,0,680.0,312,292.928
I00020280,O0013949,D15,3,160.0,0,480.0,126,301.008
I00020281,O0013950,D17,3,220.0,0,660.0,246,341.13599999999997
I00020282,O0013951,D10,1,230.0,0,230.0,84,120.608
I00020283,O0013951,D04,3,320.0,0,960.0,444,410.016
I00020284,O0013952,D13,1,120.0,0,120.0,34,72.752
I00020285,O0013952,D15,1,160.0,0,160.0,42,100.336
I00020286,O0013953,D10,1,230.0,0,230.0,84,120.608
I00020287,O0013953,D09,2,220.0,0,440.0,156,235.424
I00020288,O0013954,D12,1,360.0,0,360.0,165,155.256
I00020289,O0013954,D05,1,390.0,0,390.0,148,198.94400000000002
I00020290,O0013955,D14,3,150.0,0,450.0,138,269.88
I00020291,O0013955,D13,1,120.0,0,120.0,34,74.768
I00020292,O0013955,D02,1,340.0,0,340.0,156,152.176
I00020293,O0013956,D05,1,390.0,0,390.0,148,205.496
I00020294,O0013956,D17,1,220.0,0,220.0,82,117.408
I00020295,O0013957,D01,1,260.0,0,260.0,92,143.664
I00020296,O0013958,D08,1,180.0,15,153.0,58,78.152
I00020297,O0013959,D09,1,220.0,0,220.0,78,121.408
I00020298,O0013959,D09,1,220.0,0,220.0,78,121.408
I00020299,O0013960,D06,1,460.0,0,460.0,186,230.94400000000002
I00020300,O0013961,D02,1,340.0,0,340.0,156,152.176
I00020301,O0013961,D11,1,210.0,0,210.0,74,116.344
I00020302,O0013961,D15,1,160.0,0,160.0,42,103.024
I00020303,O0013962,D05,1,390.0,0,390.0,148,205.496
I00020304,O0013963,D16,1,110.0,0,110.0,28,71.70400000000001
I00020305,O0013963,D02,1,340.0,0,340.0,156,152.176
I00020306,O0013964,D05,1,390.0,0,390.0,148,205.496
I00020307,O0013965,D09,1,220.0,0,220.0,78,121.408
I00020308,O0013965,D01,1,260.0,0,260.0,92,143.664
I00020309,O0013966,D06,2,460.0,0,920.0,372,461.88800000000003
I00020310,O0013966,D11,1,210.0,0,210.0,74,116.344
I00020311,O0013966,D18,2,280.0,0,560.0,224,283.584
I00020312,O0013967,D05,1,390.0,0,390.0,148,205.496
I00020313,O0013968,D08,2,180.0,0,360.0,116,210.304
I00020314,O0013968,D06,1,460.0,0,460.0,186,230.94400000000002
I00020315,O0013969,D17,1,220.0,0,220.0,82,117.408
I00020316,O0013970,D13,2,120.0,0,240.0,68,149.536
I00020317,O0013970,D11,1,210.0,0,210.0,74,116.344
I00020318,O0013971,D15,1,160.0,0,160.0,42,103.024
I00020319,O0013971,D14,1,150.0,0,150.0,46,89.96
I00020320,O0013972,D18,2,280.0,0,560.0,224,279.552
I00020321,O0013973,D15,1,160.0,0,160.0,42,101.872
I00020322,O0013974,D04,1,320.0,0,320.0,148,139.744
I00020323,O0013975,D01,1,260.0,0,260.0,92,141.792
I00020324,O0013976,D02,1,340.0,0,340.0,156,149.728
I00020325,O0013976,D01,2,260.0,0,520.0,184,283.584
I00020326,O0013977,D07,2,190.0,0,380.0,124,217.696
I00020327,O0013978,D09,1,220.0,10,198.0,78,97.824
I00020328,O0013978,D04,1,320.0,10,288.0,148,107.744
I00020329,O0013978,D14,1,150.0,10,135.0,46,73.88
I00020330,O0013979,D12,1,360.0,0,360.0,165,158.712
I00020331,O0013979,D01,1,260.0,0,260.0,92,141.792
I00020332,O0013979,D09,1,220.0,0,220.0,78,119.824
I00020333,O0013980,D01,2,260.0,0,520.0,184,283.584
I00020334,O0013980,D08,1,180.0,0,180.0,58,103.856
I00020335,O0013981,D18,1,280.0,0,280.0,112,139.776
I00020336,O0013982,D12,1,360.0,0,360.0,165,158.712
I00020337,O0013983,D12,1,360.0,0,360.0,165,158.712
I00020338,O0013983,D09,1,220.0,0,220.0,78,119.824
I00020339,O0013984,D10,3,230.0,0,690.0,252,368.448
I00020340,O0013984,D02,1,340.0,0,340.0,156,149.728
I00020341,O0013985,D03,1,240.0,0,240.0,96,119.808
I00020342,O0013985,D01,3,260.0,0,780.0,276,425.376
I00020343,O0013985,D15,2,160.0,0,320.0,84,203.744
I00020344,O0013986,D10,2,230.0,10,414.0,168,199.632
I00020345,O0013987,D10,1,230.0,0,230.0,84,122.816
I00020346,O0013988,D02,1,340.0,20,272.0,156,74.384
I00020347,O0013988,D05,1,390.0,20,312.0,148,116.26400000000001
I00020348,O0013988,D14,1,150.0,20,120.0,46,55.64
I00020349,O0013989,D02,1,340.0,0,340.0,156,142.38400000000001
I00020350,O0013989,D07,3,190.0,0,570.0,186,314.232
I00020351,O0013990,D01,1,260.0,0,260.0,92,136.176
I00020352,O0013991,D17,1,220.0,0,220.0,82,111.072
I00020353,O0013991,D18,1,280.0,0,280.0,112,133.728
I00020354,O0013992,D06,3,460.0,0,1380.0,558,653.088
I00020355,O0013993,D01,1,260.0,0,260.0,92,136.176
I00020356,O0013994,D03,1,240.0,0,240.0,96,114.624
I00020357,O0013995,D03,1,240.0,0,240.0,96,114.624
I00020358,O0013996,D04,2,320.0,0,640.0,296,265.664
I00020359,O0013997,D05,1,390.0,0,390.0,148,194.264
I00020360,O0013998,D14,3,150.0,0,450.0,138,256.92
I00020361,O0013999,D04,1,320.0,5,304.0,148,122.208
I00020362,O0014000,D11,1,210.0,0,210.0,74,113.824
I00020363,O0014001,D13,1,120.0,0,120.0,34,73.328
I00020364,O0014002,D13,3,120.0,0,360.0,102,219.984
I00020365,O0014002,D05,1,390.0,0,390.0,148,200.816
I00020366,O0014003,D18,2,280.0,0,560.0,224,276.864
I00020367,O0014003,D13,1,120.0,0,120.0,34,73.328
I00020368,O0014004,D08,1,180.0,15,153.0,58,75.992
I00020369,O0014005,D13,2,120.0,0,240.0,68,146.656
I00020370,O0014006,D04,1,320.0,0,320.0,148,138.208
I00020371,O0014006,D08,1,180.0,0,180.0,58,102.992
I00020372,O0014007,D14,1,150.0,0,150.0,46,88.16
I00020373,O0014007,D02,2,340.0,0,680.0,312,296.192
I00020374,O0014008,D01,1,260.0,0,260.0,92,140.544
I00020375,O0014008,D07,1,190.0,0,190.0,62,107.936
I00020376,O0014008,D10,1,230.0,0,230.0,84,121.712
I00020377,O0014009,D15,1,160.0,0,160.0,42,101.104
I00020378,O0014009,D18,1,280.0,0,280.0,112,138.432
I00020379,O0014009,D12,1,360.0,0,360.0,165,156.984
I00020380,O0014010,D15,1,160.0,0,160.0,42,101.104
I00020381,O0014010,D06,1,460.0,0,460.0,186,225.424
I00020382,O0014011,D12,2,360.0,0,720.0,330,313.968
I00020383,O0014011,D10,2,230.0,0,460.0,168,243.424
I00020384,O0014012,D03,2,240.0,0,480.0,192,237.312
I00020385,O0014013,D04,1,320.0,0,320.0,148,138.208
I00020386,O0014013,D09,2,220.0,0,440.0,156,237.536
I00020387,O0014014,D18,2,280.0,0,560.0,224,276.864
I00020388,O0014014,D01,2,260.0,0,520.0,184,281.088
I00020389,O0014014,D02,3,340.0,0,1020.0,468,444.288
I00020390,O0014015,D04,2,320.0,0,640.0,296,276.416
I00020391,O0014015,D12,1,360.0,0,360.0,165,156.984
I00020392,O0014016,D07,1,190.0,0,190.0,62,101.096
I00020393,O0014017,D06,1,460.0,0,460.0,186,208.864
I00020394,O0014018,D09,1,220.0,0,220.0,78,110.848
I00020395,O0014019,D01,1,260.0,0,260.0,92,131.184
I00020396,O0014020,D18,1,280.0,5,266.0,112,114.352
I00020397,O0014020,D14,2,150.0,5,285.0,92,150.52
I00020398,O0014021,D08,1,180.0,10,162.0,58,78.512
I00020399,O0014021,D14,2,150.0,10,270.0,92,135.52
I00020400,O0014022,D09,2,220.0,0,440.0,156,221.696
I00020401,O0014023,D01,1,260.0,0,260.0,92,131.184
I00020402,O0014023,D14,1,150.0,0,150.0,46,82.76
I00020403,O0014024,D17,1,220.0,0,220.0,82,106.848
I00020404,O0014025,D12,1,360.0,0,360.0,165,144.024
I00020405,O0014026,D02,2,340.0,0,680.0,312,271.712
I00020406,O0014027,D16,1,110.0,0,110.0,28,66.424
I00020407,O0014028,D07,1,190.0,0,190.0,62,101.096
I00020408,O0014028,D13,1,120.0,0,120.0,34,69.00800000000001
I00020409,O0014029,D18,2,280.0,0,560.0,224,256.704
I00020410,O0014029,D03,1,240.0,0,240.0,96,110.016
I00020411,O0014030,D05,1,390.0,0,390.0,148,186.776
I00020412,O0014030,D01,2,260.0,0,520.0,184,262.368
I00020413,O0014031,D15,1,160.0,0,160.0,42,95.344
I00020414,O0014032,D14,2,150.0,0,300.0,92,165.52
I00020415,O0014032,D10,2,230.0,0,460.0,168,226.864
I00020416,O0014033,D15,1,160.0,0,160.0,42,95.344
I00020417,O0014034,D04,1,320.0,0,320.0,148,126.688
I00020418,O0014035,D03,2,240.0,10,432.0,192,172.032
I00020419,O0014036,D09,1,220.0,0,220.0,78,110.848
I00020420,O0014036,D04,2,320.0,0,640.0,296,253.376
I00020421,O0014037,D04,1,320.0,0,320.0,148,124.0
I00020422,O0014037,D12,2,360.0,0,720.0,330,282.0
I00020423,O0014038,D04,1,320.0,0,320.0,148,124.0
I00020424,O0014039,D01,3,260.0,0,780.0,276,387.0
I00020425,O0014039,D16,2,110.0,0,220.0,56,131.0
I00020426,O0014040,D18,2,280.0,10,504.0,224,196.0
I00020427,O0014041,D01,1,260.0,15,221.0,92,90.0
I00020428,O0014042,D06,2,460.0,0,920.0,372,410.0
I00020429,O0014042,D12,2,360.0,0,720.0,330,282.0
I00020430,O0014043,D01,2,260.0,0,520.0,184,258.0
I00020431,O0014043,D03,1,240.0,0,240.0,96,108.0
I00020432,O0014044,D08,1,180.0,0,180.0,58,95.0
I00020433,O0014044,D04,1,320.0,0,320.0,148,124.0
I00020434,O0014045,D08,2,180.0,0,360.0,116,190.0
I00020435,O0014045,D08,2,180.0,0,360.0,116,190.0
I00020436,O0014046,D01,1,260.0,0,260.0,92,129.0
I00020437,O0014047,D08,1,180.0,0,180.0,58,95.0
I00020438,O0014047,D08,1,180.0,0,180.0,58,95.0
I00020439,O0014047,D11,1,210.0,0,210.0,74,104.5
I00020440,O0014048,D05,2,390.0,15,663.0,296,250.0
I00020441,O0014048,D08,1,180.0,15,153.0,58,68.0
I00020442,O0014048,D05,1,390.0,15,331.5,148,125.0
I00020443,O0014049,D04,1,320.0,0,320.0,148,124.0
I00020444,O0014050,D14,1,150.0,0,150.0,46,81.5
I00020445,O0014051,D03,2,240.0,0,480.0,192,216.0
I00020446,O0014052,D06,1,460.0,0,460.0,186,205.0
I00020447,O0014052,D18,2,280.0,0,560.0,224,252.0
I00020448,O0014053,D17,1,220.0,0,220.0,82,105.0
I00020449,O0014053,D01,1,260.0,0,260.0,92,129.0
I00020450,O0014053,D03,1,240.0,0,240.0,96,108.0
I00020451,O0014054,D17,1,220.0,10,198.0,82,83.0
I00020452,O0014054,D11,1,210.0,10,189.0,74,83.5
I00020453,O0014055,D12,1,360.0,5,342.0,165,123.0
I00020454,O0014056,D04,1,320.0,0,320.0,148,124.0
I00020455,O0014057,D09,1,220.0,0,220.0,78,109.0
I00020456,O0014058,D02,2,340.0,0,680.0,312,266.0
I00020457,O0014059,D05,3,390.0,0,1170.0,444,550.5
I00020458,O0014060,D10,1,230.0,10,207.0,84,88.5
I00020459,O0014061,D01,2,260.0,10,468.0,184,206.0
I00020460,O0014062,D01,2,260.0,5,494.0,184,232.0
I00020461,O0014063,D15,1,160.0,10,144.0,42,78.0
I00020462,O0014063,D12,1,360.0,10,324.0,165,105.0
I00020463,O0014064,D14,1,150.0,0,150.0,46,81.5
I00020464,O0014065,D05,1,390.0,0,390.0,148,183.5
I00020465,O0014066,D03,3,240.0,10,648.0,288,252.0
I00020466,O0014067,D02,1,340.0,0,340.0,156,133.0
I00020467,O0014067,D11,1,210.0,0,210.0,74,104.5
I00020468,O0014067,D03,1,240.0,0,240.0,96,108.0
I00020469,O0014068,D04,1,320.0,0,320.0,148,124.0
I00020470,O0014068,D02,1,340.0,0,340.0,156,133.0
I00020471,O0014069,D14,1,150.0,10,135.0,46,66.5
I00020472,O0014069,D11,1,210.0,10,189.0,74,83.5
I00020473,O0014070,D08,1,180.0,0,180.0,58,95.0
I00020474,O0014070,D17,1,220.0,0,220.0,82,105.0
I00020475,O0014071,D05,1,390.0,0,390.0,148,183.5
I00020476,O0014071,D17,1,220.0,0,220.0,82,105.0
I00020477,O0014072,D06,1,460.0,0,460.0,186,205.0
I00020478,O0014072,D04,1,320.0,0,320.0,148,124.0
I00020479,O0014073,D09,2,220.0,0,440.0,156,218.0
I00020480,O0014074,D14,3,150.0,0,450.0,138,252.6
I00020481,O0014075,D08,1,180.0,0,180.0,58,98.24000000000001
I00020482,O0014076,D18,1,280.0,0,280.0,112,131.04
I00020483,O0014077,D11,1,210.0,15,178.5,74,76.78
I00020484,O0014078,D11,3,210.0,0,630.0,222,324.84000000000003
I00020485,O0014079,D10,1,230.0,0,230.0,84,115.64
I00020486,O0014080,D13,1,120.0,0,120.0,34,70.16
I00020487,O0014081,D04,1,320.0,0,320.0,148,129.76
I00020488,O0014082,D05,1,390.0,0,390.0,148,190.51999999999998
I00020489,O0014083,D18,1,280.0,5,266.0,112,117.03999999999999
I00020490,O0014084,D17,2,220.0,0,440.0,164,217.92000000000002
I00020491,O0014085,D11,1,210.0,0,210.0,74,108.28
I00020492,O0014085,D08,1,180.0,0,180.0,58,98.24000000000001
I00020493,O0014086,D09,1,220.0,0,220.0,78,112.96000000000001
I00020494,O0014087,D01,2,260.0,0,520.0,184,267.36
I00020495,O0014088,D15,1,160.0,15,136.0,42,72.88
I00020496,O0014089,D18,1,280.0,0,280.0,112,131.04
I00020497,O0014090,D03,3,240.0,0,720.0,288,336.96000000000004
I00020498,O0014091,D05,1,390.0,15,331.5,148,132.01999999999998
I00020499,O0014092,D09,1,220.0,0,220.0,78,112.96000000000001
I00020500,O0014093,D05,3,390.0,0,1170.0,444,571.56
I00020501,O0014093,D01,2,260.0,0,520.0,184,267.36
I00020502,O0014093,D06,1,460.0,0,460.0,186,213.28
I00020503,O0014094,D11,1,210.0,0,210.0,74,108.28
I00020504,O0014094,D18,1,280.0,0,280.0,112,131.04
I00020505,O0014095,D14,1,150.0,0,150.0,46,84.2
I00020506,O0014096,D03,1,240.0,10,216.0,96,88.32
I00020507,O0014097,D05,1,390.0,0,390.0,148,190.51999999999998
I00020508,O0014097,D07,1,190.0,0,190.0,62,102.92
I00020509,O0014098,D14,1,150.0,0,150.0,46,84.2
I00020510,O0014099,D04,1,320.0,5,304.0,148,120.672
I00020511,O0014099,D10,1,230.0,5,218.5,84,109.108
I00020512,O0014099,D06,3,460.0,5,1311.0,558,600.648
I00020513,O0014100,D05,1,390.0,5,370.5,148,179.44400000000002
I00020514,O0014101,D05,1,390.0,0,390.0,148,198.94400000000002
I00020515,O0014102,D02,3,340.0,0,1020.0,468,439.392
I00020516,O0014103,D05,1,390.0,0,390.0,148,198.94400000000002
I00020517,O0014103,D05,2,390.0,0,780.0,296,397.88800000000003
I00020518,O0014104,D05,1,390.0,0,390.0,148,198.94400000000002
I00020519,O0014104,D02,1,340.0,0,340.0,156,146.464
I00020520,O0014104,D09,1,220.0,0,220.0,78,117.712
I00020521,O0014105,D15,2,160.0,5,304.0,84,184.672
I00020522,O0014105,D11,2,210.0,5,399.0,148,204.632
I00020523,O0014106,D17,1,220.0,0,220.0,82,113.712
I00020524,O0014107,D03,1,240.0,0,240.0,96,117.504
I00020525,O0014107,D14,2,150.0,0,300.0,92,174.88
I00020526,O0014108,D01,1,260.0,0,260.0,92,139.296
I00020527,O0014109,D18,1,280.0,0,280.0,112,137.088
I00020528,O0014110,D05,1,390.0,0,390.0,148,198.94400000000002
I00020529,O0014110,D07,2,190.0,0,380.0,124,214.048
I00020530,O0014111,D02,3,340.0,0,1020.0,468,439.392
I00020531,O0014111,D03,2,240.0,0,480.0,192,235.008
I00020532,O0014111,D06,1,460.0,0,460.0,186,223.216
I00020533,O0014112,D09,1,220.0,0,220.0,78,117.712
I00020534,O0014113,D18,1,280.0,0,280.0,112,137.088
I00020535,O0014114,D04,1,320.0,10,288.0,148,104.672
I00020536,O0014115,D15,1,160.0,0,160.0,42,100.336
I00020537,O0014116,D05,2,390.0,15,663.0,296,280.88800000000003
I00020538,O0014117,D18,1,280.0,15,238.0,112,95.088
I00020539,O0014117,D13,1,120.0,15,102.0,34,54.752
I00020540,O0014118,D04,1,320.0,10,288.0,148,104.672
I00020541,O0014119,D06,1,460.0,10,414.0,186,184.94400000000002
I00020542,O0014119,D10,2,230.0,10,414.0,168,202.94400000000002
I00020543,O0014120,D11,1,210.0,15,178.5,74,84.844
I00020544,O0014121,D13,1,120.0,0,120.0,34,74.768
I00020545,O0014122,D01,1,260.0,0,260.0,92,143.664
I00020546,O0014123,D01,2,260.0,5,494.0,184,261.328
I00020547,O0014124,D10,2,230.0,0,460.0,168,248.94400000000002
I00020548,O0014125,D12,1,360.0,0,360.0,165,161.304
I00020549,O0014125,D14,3,150.0,0,450.0,138,269.88
I00020550,O0014126,D09,2,220.0,0,440.0,156,242.816
I00020551,O0014126,D05,1,390.0,0,390.0,148,205.496
I00020552,O0014126,D13,1,120.0,0,120.0,34,74.768
I00020553,O0014127,D02,1,340.0,15,289.0,156,101.176
I00020554,O0014128,D15,1,160.0,0,160.0,42,103.024
I00020555,O0014129,D08,1,180.0,5,171.0,58,96.152
I00020556,O0014129,D15,1,160.0,5,152.0,42,95.024
I00020557,O0014130,D12,1,360.0,0,360.0,165,161.304
